cruise,sta,date,time,lat,lon,"depth, m",ctd.S,btl.S,DO mg/L,chl ug/L,NH4 uM,NO2 uM,NO3 uM,NOX uM,DIN uM,PO4 uM,TDN uM,TDP uM,Si uM,DIC.whatisthis,sta.depth,csal,ctemp degC,pH.uga glass-electrode,DIC.uga umol/kg,ALK.uga umol/kg,d13C permil,dH permil,dO18 permil,DIC.uga uM,TA.uga uM,pH spec,labT.TA degC,labp.TA g/mL,labT.DIC degC,labp.DIC g/mL,S.new,"density, kg/m3",DO umol/kg,pH (calculated from TA & DIC),Arag (calculated from TA & DIC)
GM0606,D04,6/8/2006,1899-12-30 15:45:00,28.60633,-90.83328,1,33.7941,34.1,6.09064,0.77,NA,-0.011,0.114,0.103,NA,0.054,4.75,0.27,1.71,25.25,6804001,33.8,28.82,8.27744849,2045.814535,2397.737957,NA,NA,NA,2092.910968,2452.935975,NA,NA,NA,23,1.023020872,33.948525,1021.452634,194.4229244,8.067512828,4.125699542
GM0606,D05,6/8/2006,1899-12-30 14:45:00,28.49902,-90.83348,31,36.4132,36.3,4.84933,1.7,NA,0.005,0.033,0.038,NA,0.075,3.74,0.4,4.13,26.61,6805031,36.41,23.31,8.11741462,2125.723043,2377.546434,NA,NA,NA,2178.88201,2437.002869,NA,NA,NA,23,1.025007476,36.3558,1024.964586,155.3305598,7.957723567,2.851048917
GM0606,D05,6/8/2006,1899-12-30 14:45:00,28.49902,-90.83348,14,36.0144,36.2,6.14338,1.01,NA,-0.019,-0.044,-0.063,NA,0.056,6.77,0.29,1.402,25.01,6805014,35.99,26.8,8.205475586,2083.115937,2389.914683,NA,NA,NA,2134.578884,2448.95703,NA,NA,NA,23,1.024704793,36.1011,1023.746436,196.5468512,8.001214237,3.492318332
GM0606,D05,6/8/2006,1899-12-30 14:45:00,28.49902,-90.83348,1,33.7023,33.8,6.13047,0.83,NA,0.043,0.111,0.154,NA,0.107,10.67,0.32,1.575,25.89,6805001,33.89,28.16,8.313858312,2030.847777,2396.740784,NA,NA,NA,2077.458361,2451.749086,NA,NA,NA,23,1.022951294,33.798075,1021.444659,195.6928334,8.102509302,4.271426156
GM0606,D06,6/8/2006,1899-12-30 13:31:00,28.39032,-90.83288,19,36.0394,36.3,6.23581,1.05,NA,0.023,0.159,0.182,NA,0.101,10.43,0.47,4.41,26.42,6806019,36.03,26.77,8.215218626,2077.902266,2397.75102,NA,NA,NA,2129.275834,2457.032453,NA,NA,NA,23,1.024723765,36.16735,1023.853013,199.5247589,8.019981372,3.62060292
GM0606,D06,6/8/2006,1899-12-30 13:31:00,28.39032,-90.83288,19,36.0394,36.3,6.23581,0.45,NA,-0.01,-0.006,-0.016,NA,0.058,2.01,0.31,1.362,25.84,6806019,36.03,26.77,8.215218626,2077.902266,2397.75102,NA,NA,NA,2129.275834,2457.032453,NA,NA,NA,23,1.024723765,36.16735,1023.853013,199.5247589,8.020246708,3.62258433
GM0606,D06,6/8/2006,1899-12-30 13:31:00,28.39032,-90.83288,1,33.2119,33.5,6.13152,0.6,NA,0.057,-0.014,0.043,NA,0.127,5.92,0.24,0.927,25.26,6806001,33.83,28.23,8.309767178,2038.942696,2396.672208,NA,NA,NA,2084.981337,2450.788262,NA,NA,NA,23,1.022579664,33.510475,1021.196429,195.6787857,8.093093856,4.200742815
GM0606,D07,6/8/2006,1899-12-30 12:16:00,28.2668,-90.83067,65,36.4438,36.4,2.6387,1.74,NA,0.384,3.527,3.911,NA,0.292,10.01,0.98,7.154,26.58,6807065,36.44,20.11,8.065303805,2139.116924,2392.516533,NA,NA,NA,2192.660526,2452.402905,NA,NA,NA,23,1.025030704,36.42095,1026.08602,84.61358494,8.003685107,2.79636484
GM0606,D07,6/8/2006,1899-12-30 12:16:00,28.2668,-90.83067,29,36.3994,36.4,6.19863,0.2,NA,-0.008,0.038,0.03,NA,0.21,7.4,0.31,1.191,25.86,6807029,36.4,26.63,8.210959682,2067.73919,2391.272057,NA,NA,NA,2119.426467,2451.046686,NA,NA,NA,23,1.024997001,36.39985,1024.016268,198.36675,8.027423991,3.641489009
GM0606,D07,6/8/2006,1899-12-30 12:16:00,28.2668,-90.83067,1,36.0648,36.2,6.1054,0.18,NA,-0.02,0.092,0.072,NA,0.057,0,0.27,1.042,25.84,6807001,36.08,27.45,8.221181147,2069.493487,2398.22368,NA,NA,NA,2120.69905,2457.563029,NA,NA,NA,23,1.024743042,36.1362,1023.481113,195.2811226,8.025927823,3.744053323
GM0606,D08,6/8/2006,1899-12-30 10:51:00,28.21605,-90.8346,78,36.3853,36.3,3.81932,1.75,NA,0.185,3.842,4.027,NA,0.402,9.18,0.49,5.675,26.62,6808078,36.3853,19.6573,8.059341283,2150.913179,2377.031276,NA,NA,NA,2204.656537,2436.424488,NA,NA,NA,23,1.024986298,36.34265,1026.187,122.4838599,7.961208909,2.518019229
GM0606,D08,6/8/2006,1899-12-30 10:51:00,28.21605,-90.8346,1,35.9752,36.3,6.10934,0.15,NA,-0.015,0.112,0.097,NA,0.06,2.63,0.32,1.186,25.7,6808001,35.9752,27.3802,8.220329358,2073.163737,2390.820395,NA,NA,NA,2124.319144,2449.813994,NA,NA,NA,23,1.024675044,36.1376,1023.579056,195.4258432,8.009265545,3.619239463
GM0606,D08,6/8/2006,1899-12-30 10:51:00,28.21605,-90.8346,1,35.9752,36,6.10934,0.16,NA,-0.016,-0.076,-0.092,NA,0.038,7.94,0.25,1.321,25.69,6808001,35.9752,27.3802,8.220329358,2073.163737,2390.820395,NA,NA,NA,2124.319144,2449.813994,NA,NA,NA,23,1.024675044,35.9876,1023.353075,195.382698,8.012924921,3.633128698
GM0606,E01,6/8/2006,1899-12-30 21:10:00,28.89952,-91.24858,5,31.1848,30.7,6.5558,1.67,0.115,-0.007,-0.044,-0.051,0.064000003,0.036,16.2,0.31,0.274,24.21,6901005,32,28.72,8.44254835,1963.254823,2370.854394,NA,NA,NA,2004.570643,2420.747965,NA,NA,NA,23,1.021044553,31.1462,1018.952932,208.7594419,8.201579411,4.898241726
GM0606,E01,6/8/2006,1899-12-30 21:10:00,28.89952,-91.24858,1,30.6332,31.2,6.43943,1.6,0.097,-0.012,-0.049,-0.061,0.036000002,0.043,14.92,0.29,0.59,24.43,6901001,31.2,28.93,8.432309443,1971.215551,2385.90273,NA,NA,NA,2011.876039,2435.117018,NA,NA,NA,23,1.020627114,31.0583,1019.241329,205.1118538,8.198770095,4.969557625
GM0606,E02,6/8/2006,1899-12-30 21:40:00,28.8579,-91.24978,7,32.3908,31.9,6.96703,4.95,0.213,-0.004,0.083,0.079,0.291999996,0.055,7.97,0.32,1.476,24.43,6902007,32.31,28.56,8.396473265,1985.849829,2386.117485,NA,NA,NA,2029.454422,2438.511016,NA,NA,NA,23,1.021957649,32.1252,1019.913561,222.0635891,8.173862344,4.751744
GM0606,E02,6/8/2006,1899-12-30 21:40:00,28.8579,-91.24978,1,30.7808,31.6,6.40543,3.24,0.248,-0.011,-0.007,-0.018,0.229999989,0.051,18.79,0.3,0.939,24.9,6902001,31.05,29.03,8.39817975,1985.115261,2385.86143,NA,NA,NA,2026.284174,2435.341339,NA,NA,NA,23,1.020738803,31.2577,1019.508068,204.0822644,8.171810388,4.793144134
GM0606,E03,6/8/2006,1899-12-30 23:15:00,28.65843,-91.24972,20,36.3759,36,5.07492,1.23,0.392,-0.016,-0.019,-0.035,0.356999993,0.065,4.49,0.23,2.471,24.19,6903020,36.37,24.4,8.416951081,1966.800084,2341.447255,NA,NA,NA,2015.929103,2399.934646,NA,NA,NA,23,1.024979163,36.186475,1024.365884,162.4615583,8.153229947,4.102421809
GM0606,E03,6/8/2006,1899-12-30 23:15:00,28.65843,-91.24972,1,30.9569,31.2,6.42374,0.81,0.318,0.003,0.042,0.045,0.362999976,0.099,19.95,0.32,1.102,24.29,6903001,31.07,29.07,8.425483504,1987.6307,2396.209783,NA,NA,NA,2029.116664,2446.223638,NA,NA,NA,23,1.020872069,31.106725,1019.195148,204.6028175,8.185985029,4.91185873
GM0606,E04,6/9/2006,1899-12-30 00:12:00,28.58333,-91.23333,29,36.3842,36.2,4.99194,1.78,0.907,-0.015,0.014,-0.001,0.906000018,0.094,9.77,0.37,2.732,26.6,6904029,36.38,23.33,8.123435722,2139.417687,2405.466705,NA,NA,NA,2192.872028,2465.568403,NA,NA,NA,23,1.024985463,36.29105,1024.874187,159.8844472,7.980668696,3.01083493
GM0606,E04,6/9/2006,1899-12-30 00:12:00,28.58333,-91.23333,7,35.5679,35.9,6.17522,0.58,0.584,0.007,0.349,0.356,0.939999998,0.061,12.67,0.2,1.378,25.95,6904007,35.49,27.26,8.222411832,2078.06185,2389.914926,NA,NA,NA,2128.69588,2448.147565,NA,NA,NA,23,1.024365988,35.714475,1023.342477,197.4875598,8.006448644,3.571257834
GM0606,E04,6/9/2006,1899-12-30 00:12:00,28.58333,-91.23333,1,31.6438,33.6,6.32246,0.62,0.511,0.046,8.918,8.964,9.474999428,0.116,7.51,0.31,0.945,25.41,6904001,32.02,28.71,8.323094425,2029.181357,2414.525824,NA,NA,NA,2072.589617,2466.177374,NA,NA,NA,23,1.021392006,32.71595,1021.113758,201.7560312,8.122492454,4.52113501
GM0606,E05,6/9/2006,1899-12-30 01:10:00,28.48333,-91.23333,40,36.3159,35.5,5.80017,1.36,0.368,0.007,0.262,0.269,0.636999965,0.08,8.94,0.33,2.448,26.17,6905040,36.31,22.13,8.166097838,2106.12767,2393.106032,NA,NA,NA,2158.641058,2452.774829,NA,NA,NA,23,1.02493362,35.906475,1024.736016,185.7458123,8.045177468,3.209756104
GM0606,E05,6/9/2006,1899-12-30 01:10:00,28.48333,-91.23333,29,36.2867,36.1,5.67964,0.36,0.484,-0.014,0.15,0.136,0.620000005,0.064,5.12,0.28,1.384,26.01,6905029,36.28,24.47,8.1814562,2098.082573,2401.665613,NA,NA,NA,2150.348866,2461.494601,NA,NA,NA,23,1.024911457,36.191675,1024.459557,181.836865,8.029795886,3.411895599
GM0606,E05,6/9/2006,1899-12-30 01:10:00,28.48333,-91.23333,1,34.8889,35.1,6.11,0.31,0.595,-0.003,0.184,0.181,0.776000023,0.067,7.53,0.22,1.259,26,6905001,34.88,27.75,8.197667804,2080.967955,2406.974117,NA,NA,NA,2130.60097,2464.382682,NA,NA,NA,23,1.023850927,34.992225,1022.555651,195.2515415,8.02925504,3.779913922
GM0606,E06,6/9/2006,1899-12-30 02:15:00,28.37468,-91.25162,56,36.368,35.6,3.70182,1.05,0.625,0.185,1.585,1.77,2.394999981,0.218,10.09,0.51,4.76,26.71,6906056,36.36,20.25,8.070310276,2153.725679,2382.448122,NA,NA,NA,2207.511028,2441.945394,NA,NA,NA,23,1.024973166,35.982,1025.398999,118.6245273,7.966179905,2.585570242
GM0606,E06,6/9/2006,1899-12-30 02:15:00,28.37468,-91.25162,24,36.1642,36.3,6.46529,0.2,1.62,-0.014,0.07,0.056,1.675999999,0.053,3.91,0.34,1.196,25.92,6906024,36.14,25.21,8.201821805,2084.102025,2409.669467,NA,NA,NA,2135.82627,2469.473801,NA,NA,NA,23,1.02481848,36.22605,1024.363721,206.9705278,8.050839036,3.649744995
GM0606,E06,6/9/2006,1899-12-30 02:15:00,28.37468,-91.25162,1,35.7731,35.9,6.09022,0.18,0.508,0.004,0.344,0.348,0.856000006,0.058,9.75,0.27,1.44,25.78,6906001,35.78,27.47,8.201821805,2082.769682,2398.748398,NA,NA,NA,2133.842701,2457.569747,NA,NA,NA,23,1.024521683,35.838275,1023.248692,194.7513547,8.008856435,3.627067941
GM0606,F03,6/9/2006,1899-12-30 11:49:00,28.88277,-91.61722,18,36.0596,35.9,5.27389,1.3,0.342,0.008,0.461,0.469,0.81099999,0.06,6.18,0.34,1.568,25.99,7003018,36.06,25.34,8.181351583,2098.613797,2385.886925,NA,NA,NA,2150.531604,2444.911609,NA,NA,NA,23,1.024739095,35.9799,1023.995398,168.7700505,7.994441043,3.269986584
GM0606,F03,6/9/2006,1899-12-30 11:49:00,28.88277,-91.61722,1,24.4715,27.7,6.67267,0.71,0.871,-0.004,15.054,15.05,15.92100048,0.043,38.23,0.66,5.423,24.8,7003001,25.29,29.24,8.443113772,2032.268725,2442.785294,NA,NA,NA,2064.727632,2481.800873,NA,NA,NA,23,1.015971759,26.290375,1016.519984,211.9736491,8.227909102,5.169656459
GM0606,F03,6/9/2006,1899-12-30 11:49:00,28.88277,-91.61722,1,24.4715,26.5,6.67267,1.95,0.959,-0.031,16.814,16.783,17.74200058,0.037,34.52,0.47,6.552,25.01,7003001,25.29,29.24,8.443113772,2032.268725,2442.785294,NA,NA,NA,2064.727632,2481.800873,NA,NA,NA,23,1.015971759,25.690375,1015.623158,211.7866351,8.245962058,5.236352231
GM0606,F04,6/9/2006,1899-12-30 10:43:00,28.7831,-91.61792,23,36.2999,30.8,5.20734,1.34,0.085,-0.01,0.131,0.121,0.206,0.067,1.98,0.32,1.896,26.15,7004023,36.3,24.57,8.140290847,2109.365836,2394.107213,NA,NA,NA,2161.934345,2453.771897,NA,NA,NA,23,1.024921476,33.549975,1020.398904,166.055103,8.065638723,3.418420452
GM0606,F04,6/9/2006,1899-12-30 10:43:00,28.7831,-91.61792,1,29.7099,36,6.38543,2.98,0.125,-0.013,-0.076,-0.089,0.035999998,0.047,8.85,0.3,2.089,24.93,7004001,30.45,28.54,8.345594525,2025.258001,2404.149141,NA,NA,NA,2065.618651,2452.060577,NA,NA,NA,23,1.019928646,33.039975,1022.972938,204.1364704,8.08689246,4.307103183
GM0606,F05,6/9/2006,1899-12-30 09:40:00,28.69153,-91.6174,28,36.313,36,6.16279,0.68,2.006,-0.015,-0.077,-0.092,1.914000034,0.043,8.59,0.29,1.367,26,7005028,36.3,23.98,8.194254835,2086.213846,2396.2286,NA,NA,NA,2138.226118,2455.969979,NA,NA,NA,23,1.024931419,36.15325,1024.526342,197.3180461,8.04985783,3.468120397
GM0606,F05,6/9/2006,1899-12-30 09:40:00,28.69153,-91.6174,1,32.8069,33.1,6.11098,0.71,0.1,0.003,-0.016,-0.013,0.086999997,0.093,19.81,0.28,0.824,24.82,7005001,33,28.38,8.332480091,2018.332795,2367.203296,NA,NA,NA,2063.286771,2419.927604,NA,NA,NA,23,1.022272826,33.001725,1020.846992,194.9565468,8.087440805,4.110032831
GM0606,F06,6/9/2006,1899-12-30 08:33:00,28.58297,-91.61642,38,36.257,36.3,5.9963,0.43,0.122,-0.01,-0.037,-0.047,0.075000003,0.071,9.63,0.45,2.017,25.8,7006038,36.25,22.08,8.20705347,2089.144035,2398.100028,NA,NA,NA,2141.140561,2457.786134,NA,NA,NA,23,1.024888914,36.27675,1025.349326,192.1416479,8.072507905,3.401189125
GM0606,F06,6/9/2006,1899-12-30 08:33:00,28.58297,-91.61642,1,35.8513,36.2,6.08713,0.26,0.095,-0.028,0.04,0.012,0.107000001,0.146,6.11,0.46,1.068,25.7,7006001,35.78,27.42,8.236916951,2076.051745,2396.244963,NA,NA,NA,2127.08322,2455.147114,NA,NA,NA,23,1.024581022,36.007825,1023.490836,194.6986066,8.012985012,3.653131049
GM0606,F07,6/9/2006,1899-12-30 07:18:00,28.4498,-91.6165,52,36.3727,36.3,3.95524,1.09,0.108,0.335,0.925,1.26,1.368000031,0.143,6.09,0.38,3.368,26.61,7007052,36.36,20.19,8.087599545,2131.581067,2402.39861,NA,NA,NA,2184.821,2462.40268,NA,NA,NA,23,1.024976734,36.333175,1025.931312,126.811148,8.034745727,2.98378633
GM0606,F07,6/9/2006,1899-12-30 07:18:00,28.4498,-91.6165,24,36.2406,36.3,6.472,0.3,0.051,-0.013,-0.019,-0.032,0.018999998,0.06,6.35,0.24,1.278,25.84,7007024,36.23,24.93,8.178043231,2080.008676,2383.407712,NA,NA,NA,2131.751942,2442.698474,NA,NA,NA,23,1.024876466,36.26765,1024.449543,207.2026902,8.023051557,3.403467325
GM0606,F07,6/9/2006,1899-12-30 07:18:00,28.4498,-91.6165,2,35.8205,35.8,6.09266,0.19,0.046,-0.037,0.58,0.543,0.588999987,0.069,2.08,0.29,1.739,25.9,7007002,35.81,27.33,8.189135381,2085.137692,2402.717817,NA,NA,NA,2136.343775,2461.722921,NA,NA,NA,23,1.024557651,35.807625,1023.222977,194.8244842,8.014072798,3.646426822
GM0606,F08,6/9/2006,1899-12-30 05:17:00,28.18022,-91.61582,81,36.5116,36.3,4.37507,0.48,0.503,0.037,7.636,7.673,8.175999641,0.384,13.63,0.66,3.385,26.63,7008081,36.51,19.75,8.080557928,2137.792854,2377.90106,NA,NA,NA,2191.413339,2437.54398,NA,NA,NA,23,1.025082171,36.4054,1026.175682,140.3049627,7.986823045,2.652253029
GM0606,F08,6/9/2006,1899-12-30 05:17:00,28.18022,-91.61582,40,36.3897,36.3,6.51885,0.28,1.448,-0.013,0.695,0.682,2.129999876,0.083,3.69,0.31,1.642,25.68,7008040,36.42,23.13,8.205237689,2077.263079,2384.137325,NA,NA,NA,2129.17313,2443.716053,NA,NA,NA,23,1.024989638,36.352425,1025.056347,208.8262237,8.055197613,3.392608521
GM0606,F08,6/9/2006,1899-12-30 05:17:00,28.18022,-91.61582,1,35.6619,35.6,6.07959,0.18,0.847,0.014,0.338,0.352,1.199000001,0.058,2.44,0.28,1.791,25.72,7008001,35.66,27.43,8.218901224,2074.412504,2389.282293,NA,NA,NA,2125.105561,2447.669921,NA,NA,NA,23,1.024437308,35.630475,1023.035736,194.3709712,8.012735048,3.622181404
GM0606,G02,6/9/2006,1899-12-30 16:00:00,29.01472,-91.99805,10,35.3591,35,5.47895,3.09,0.795,-0.005,0.213,0.208,1.003000021,0.084,11.21,0.39,3.765,25.11,7102010,35.37,26.51,8.325845891,2022.889852,2369.784922,NA,NA,NA,2071.85912,2427.15168,NA,NA,NA,23,1.02420758,35.182275,1022.916616,175.1474741,8.087206863,3.942068163
GM0606,G02,6/9/2006,1899-12-30 16:00:00,29.01472,-91.99805,1,26.0572,27.8,6.29257,1.08,1.808,-0.008,6.042,6.034,7.842000008,0.04,17.2,0.31,2.578,25.1,7102001,28.32,29.55,8.331816889,2029.053391,2411.89804,NA,NA,NA,2063.889241,2453.306767,NA,NA,NA,23,1.017168523,27.4943,1016.492782,199.8934956,8.1874397,4.829475811
GM0606,G03,6/9/2006,1899-12-30 17:10:00,28.98582,-92.0013,18,36.1503,36.3,5.2024,2.39,1.478,-0.007,0.107,0.1,1.578000069,0.103,3.46,0.37,4.136,26.05,7103018,36.15,24.74,8.156098948,2105.41229,2392.177261,NA,NA,NA,2157.643213,2451.522229,NA,NA,NA,23,1.024807931,36.225075,1024.481409,166.5613112,7.996609222,3.238563993
GM0606,G03,6/9/2006,1899-12-30 17:10:00,28.98582,-92.0013,1,28.6338,30.2,6.41561,1.04,0.394,0.015,2.672,2.687,3.08100009,0.041,7.74,0.24,1.769,24.82,7103001,30.51,28.81,8.35996588,2008.430358,2411.39335,NA,NA,NA,2046.821496,2457.487124,NA,NA,NA,23,1.019114996,29.88595,1018.531549,204.2108202,8.193306548,4.907348992
GM0606,G04,6/9/2006,1899-12-30 17:55:00,28.90088,-91.984,22,36.182,36.1,5.94271,2.69,0.652,-0.009,0.089,0.08,0.731999993,0.072,13.32,0.32,3.397,26.3,7104022,36.18,24.34,8.148421951,2119.036323,2416.371419,NA,NA,NA,2171.656212,2476.37473,NA,NA,NA,23,1.02483199,36.1405,1024.468309,190.2608242,8.019320039,3.356980319
GM0606,G04,6/9/2006,1899-12-30 17:55:00,28.90088,-91.984,1,24.6225,27.4,6.85826,3.04,0.139,0.002,12.834,12.836,12.97500038,0.026,30.87,0.28,5.102,24.17,7104001,24.66,30.21,8.475973841,1972.953254,2414.0718,NA,NA,NA,2004.689561,2452.903803,NA,NA,NA,23,1.016085687,26.020625,1015.974723,217.7525033,8.265675052,5.569087169
GM0606,G05,6/9/2006,1899-12-30 18:55:00,28.7947,-92.00002,27,36.2253,36.3,6.50297,0.7,0.157,-0.013,0.155,0.142,0.299000025,0.067,9.66,0.29,1.371,25.8,7105027,36.22,24.6,8.188512937,2081.000496,2401.718226,NA,NA,NA,2132.744269,2461.436599,NA,NA,NA,23,1.024864854,36.261325,1024.562933,208.2172461,8.05337161,3.58031542
GM0606,G05,6/9/2006,1899-12-30 18:55:00,28.7947,-92.00002,1,28.2476,30.4,6.43004,1.13,0.089,0.02,10.825,10.845,10.93400002,0.02,27.26,0.32,2.128,25.26,7105001,30.53,29.32,8.286607904,2052.985713,2425.984911,NA,NA,NA,2091.629252,2471.649447,NA,NA,NA,23,1.018823092,29.8944,1018.513361,204.6664766,8.136532839,4.581795936
GM0606,G05,6/9/2006,1899-12-30 18:55:00,28.7947,-92.00002,1,28.2476,32.7,6.43004,1.39,0.054,0.004,4.166,4.17,4.223999977,0.07,6.82,0.29,1.595,25.32,7105001,30.53,29.32,8.286607904,2052.985713,2425.984911,NA,NA,NA,2091.629252,2471.649447,NA,NA,NA,23,1.018823092,31.0444,1020.236073,205.0126493,8.105169744,4.461057971
GM0606,G06,6/9/2006,1899-12-30 19:56:00,28.67495,-91.99977,36,36.2405,35.9,6.55914,1.21,0.089,0.01,0.341,0.351,0.439999998,0.079,0.88,0.57,2.404,25.84,7106036,36.24,23.37,8.176570941,2099.401819,2401.870155,NA,NA,NA,2151.627359,2461.620015,NA,NA,NA,23,1.024876391,36.070125,1024.665471,210.03676,8.046591092,3.381662386
GM0606,G06,6/9/2006,1899-12-30 19:56:00,28.67495,-91.99977,1,32.2559,34.1,6.20507,0.84,0.059,-0.018,1.352,1.334,1.393000007,0.045,11.01,0.55,1.357,25.42,7106001,34.08,28.12,8.24054592,2087.072149,2424.217229,NA,NA,NA,2132.68612,2477.199669,NA,NA,NA,23,1.021855483,33.633975,1021.683144,198.1204116,8.051114332,3.965529065
GM0606,G07,6/9/2006,1899-12-30 23:00:00,28.26952,-91.9985,66,36.3882,35.8,4.05274,1.51,0.727,0.361,5.229,5.59,6.317000389,0.296,8.82,0.42,6.085,26.49,7107066,36.39,20.25,8.08584423,2141.631985,2384.720343,NA,NA,NA,2195.148154,2444.310925,NA,NA,NA,23,1.024988499,36.09455,1025.595355,129.8945998,7.990524405,2.713843767
GM0606,G07,6/9/2006,1899-12-30 23:00:00,28.26952,-91.9985,26,35.8626,36.1,6.36791,0.2,0.675,-0.019,-0.065,-0.084,0.591000021,0.056,11.22,0.28,2.138,25.84,7107026,35.8,24.01,8.196702672,2084.747312,2405.660749,NA,NA,NA,2136.010408,2464.814977,NA,NA,NA,23,1.024589597,35.96565,1024.58445,203.89707,8.06442988,3.580812166
GM0606,G07,6/9/2006,1899-12-30 23:00:00,28.26952,-91.9985,1,35.5792,35.6,5.97797,0.16,0.339,0.011,0.328,0.339,0.677999973,0.059,NA,NA,1.727,24.79,7107001,35.59,28.04,8.220579875,2075.604189,2395.780615,NA,NA,NA,2126.196131,2454.176717,NA,NA,NA,23,1.024374562,35.5923,1022.837112,191.0849647,8.011162339,3.696095656
GM0606,H01,6/10/2006,1899-12-30 12:04:00,29.40707,-92.38285,8,33.1122,33.1,4.20199,4.78,2.815,0.842,0.561,1.403,4.217999935,0.09,14.47,0.47,6.473,25.98,7201008,33.12,27.33,8.150141643,2105.587816,2370.513461,NA,NA,NA,2152.972222,2423.859787,NA,NA,NA,23,1.022504123,33.10805,1021.217008,134.103268,7.962582974,3.181713642
GM0606,H01,6/10/2006,1899-12-30 12:04:00,29.40707,-92.38285,1,29.863,30.3,6.49003,5.16,0.118,0.01,0,0.01,0.128000006,0.029,13.97,0.41,12.047,25.29,7201001,29.86,29.06,8.226628895,2053.889135,2355.338845,NA,NA,NA,2095.058196,2402.550297,NA,NA,NA,23,1.020044442,30.08075,1018.524373,206.5781759,8.039678497,3.720221809
GM0606,H01,6/10/2006,1899-12-30 12:04:00,29.40707,-92.38285,1,29.863,30.3,6.49003,4.94,0.337,0.118,0.031,0.149,0.486000001,0.034,14.38,0.39,10.808,25.88,7201001,29.86,29.06,8.226628895,2053.889135,2355.338845,NA,NA,NA,2095.058196,2402.550297,NA,NA,NA,23,1.020044442,30.08075,1018.524373,206.5781759,8.039760611,3.72085272
GM0606,H02,6/10/2006,1899-12-30 10:46:00,29.3072,-92.38395,6,29.2916,29.3,6.17173,0.91,0.594,0.065,0.624,0.689,1.282999992,0.052,10.15,0.26,3.737,24.79,7202006,29.83,28.51,8.299716714,2027.248782,2355.261303,NA,NA,NA,2067.00782,2401.453425,NA,NA,NA,23,1.019612313,29.4304,1017.976809,196.3410506,8.106231101,4.047473481
GM0606,H02,6/10/2006,1899-12-30 10:46:00,29.3072,-92.38395,1,29.1676,29.5,6.18397,0.86,0.543,0.069,0.584,0.653,1.19599998,0.058,6.74,0.31,3.643,24.81,7202001,29.15,29.05,8.299716714,2030.388098,2357.563541,NA,NA,NA,2070.018335,2403.579769,NA,NA,NA,23,1.019518553,29.3294,1017.928748,196.7211532,8.093670183,4.049361132
GM0606,H03,6/10/2006,1899-12-30 09:15:00,29.15705,-92.38728,13,35.5366,34.3,3.27528,3.05,2.452,0.151,0.433,0.584,3.035999775,0.053,10.6,0.31,4.09,26.53,7203013,35.53,25.84,8.101699717,2140.696064,2386.743257,NA,NA,NA,2192.805403,2444.841936,NA,NA,NA,23,1.024342241,34.91665,1022.611338,104.6707521,7.932922309,2.921080876
GM0606,H03,6/10/2006,1899-12-30 09:15:00,29.15705,-92.38728,1,28.9634,29.4,6.23042,1.58,0.92,0.124,1.013,1.137,2.056999922,0.053,8,0.28,3.234,25.04,7203001,28.97,28.84,8.301416431,2028.333985,2359.085728,NA,NA,NA,2067.610976,2404.76745,NA,NA,NA,23,1.019364163,29.18335,1017.922647,198.1976079,8.103806474,4.089400371
GM0606,H04,6/10/2006,1899-12-30 07:58:00,29.03178,-92.38973,21,36.1434,35,5.4831,0.87,0.222,-0.059,0.305,0.246,0.467999995,0.076,2.88,0.29,0.989,25.55,7204021,36.13,24.63,8.194990037,2087.809831,2387.685088,NA,NA,NA,2139.593139,2446.906111,NA,NA,NA,23,1.024802694,35.56835,1023.544469,175.3877231,8.037054817,3.418378182
GM0606,H04,6/10/2006,1899-12-30 07:58:00,29.03178,-92.38973,1,30.9941,31.3,6.05486,0.75,0.627,-0.027,3.861,3.834,4.460999966,0.039,NA,NA,1.609,24.92,7204001,31.13,28.98,8.358952462,2022.649817,2393.110413,NA,NA,NA,2064.923646,2443.126951,NA,NA,NA,23,1.020900222,31.181025,1019.29978,192.8734035,8.131050437,4.473669507
GM0606,H05,6/10/2006,1899-12-30 06:45:00,28.90707,-92.3927,26,36.1489,35.5,6.27529,1.59,0.344,0.003,0.306,0.309,0.652999997,0.07,4.48,0.33,2.696,25.98,7205026,36.14,24.35,8.169370908,2107.193202,2413.806553,NA,NA,NA,2159.466066,2473.685535,NA,NA,NA,23,1.024806868,35.822225,1024.02858,200.8224154,8.04212451,3.472717561
GM0606,H05,6/10/2006,1899-12-30 06:45:00,28.90707,-92.3927,15,35.3966,35.9,6.05946,0.56,0.556,0.012,0.323,0.335,0.891000032,0.058,5.01,0.28,1.981,25.69,7205015,35.46,26.34,8.182180473,2093.774119,2405.094811,NA,NA,NA,2144.518888,2463.384757,NA,NA,NA,23,1.024236028,35.66415,1023.670585,193.8476119,8.016772983,3.549332825
GM0606,H05,6/10/2006,1899-12-30 06:45:00,28.90707,-92.3927,1,31.404,33.1,6.09727,0.76,0.393,0.011,1.408,1.419,1.812000036,0.087,12.73,0.31,1.319,25.19,7205001,32.37,28.63,8.288072872,2045.02515,2403.367018,NA,NA,NA,2088.401099,2454.343567,NA,NA,NA,23,1.021210472,32.4935,1020.764895,194.503518,8.092153704,4.243728337
